id,sentence1,sentence2,label
84,"Filamu hiyo ilikuwa ya kibiashara, na moja ya filamu zilizofanikiwa zaidi za Sergio Sollima na chini ya kisiasa kuliko ile ya zamani ya Spaghetti - mkurugenzi wa magharibi.","Filamu hiyo ilikuwa ya kibiashara, na moja ya filamu za kisiasa za Sergio Sollima, na hazikufanikiwa zaidi kuliko wa zamani wa Spaghetti - wa Mkurugenzi wa Magharibi.",0
95,Kabir anamwuliza Sarika kufunua mpango wake wa kumaliza mchezo wa Ranvir.,Kabir anamwuliza Sarika kufunua mpango wake wa kumaliza mchezo wa Ranvir kwake.,1
96,Timu ilijibu mabadiliko katika mchezo uliofuata jioni hiyo hiyo mnamo 19 Februari.,Timu ilijibu mabadiliko katika mchezo huo ambao ulifanyika jioni ya Februari.,0
98,"Luteni John Gedge aliwaamuru kwa Bahari ya Kaskazini mnamo Mei 1805, na Lieutenant Robert Ramsey alichukua nafasi yake mnamo 1806.","Luteni Robert Ramsey alimwagiza kwenda Bahari ya Kaskazini mnamo Mei 1805, na Luteni John Gedge alichukua nafasi yake mnamo 1806.",0
104,Emma Townshend inawakilishwa na David Godwin huko DGA Associates.,David David Godwin anawakilishwa katika DGA Associates na Emma Townshend.,0
105,"Nashua Silver Knights, sehemu ya Ligi ya Collegiate ya majira ya joto, ni timu ya sasa ya jiji.","Nashua Silver Knights, sehemu ya ligi ya sasa ya majira ya joto, ni timu ya pamoja ya jiji.",0
112,"Kutoka mwisho wa magharibi wa daraja, Pennsylvania Route 268 inaongoza kusini kuelekea Parker na Kaskazini kwa Emlenton.",Njia ya Pennsylvania 268 inaongoza kutoka mwisho wa magharibi wa daraja kusini hadi Parker na kaskazini hadi Emlenton.,1
116,"Hizi zilikuwa kawaida nchini Uingereza, lakini huko Uropa, angalau kwa injini kubwa, ni nadra sana.","Hizi zilikuwa nadra nchini Uingereza, lakini huko Uropa, angalau kwa injini kubwa, ni kawaida.",0
118,"Alston alizaliwa mnamo Desemba 21, 1965 huko Oxon Hill, Maryland. Alihudhuria Shule ya Upili ya Oxon Hill huko New Haven, Connecticut.","Alizaliwa mnamo Desemba 21, 1965 huko Oxon Hill, Maryland, na alienda shule ya upili huko New Haven, Connecticut.",1
119,"Jumla ya majeruhi wa Amerika waliuawa 28, wakati hasara za Viet Cong ziliuawa 345 na wastani zaidi wa 192 waliuawa.","Kwa jumla, wahasiriwa 28 wa Amerika waliuawa, wakati hasara za Viet Cong ziliuawa 345 na wastani zaidi wa 192 waliuawa.",1
120,"Katika CA, jina la mhasibu aliye na chati (Sri Lanka Sri Lanka) linaweza kutumiwa tu na washiriki wa Taasisi ya Wahasibu wa Sri Lankan.","Katika CA, jina la Mhasibu wa Chartered (Sri Lanka Sri Lanka) linaweza kutumiwa na washiriki wa Taasisi ya Wahasibu wa Chartered wa Sri Lanka.",1
123,"Simyo ni ya kikundi cha mawasiliano cha Uholanzi KPN, baada ya kupatikana kwa mabaki ya E-PLUS mnamo Machi 14.","Kufuatia kupatikana kwa mabaki ya E-Plus mnamo 14 Machi, Simyo ni mali ya kikundi cha mawasiliano cha Uholanzi KPN.",1
126,"Mbali na Kuykendall, Robert White na Joshua Soule Zimmerman walihudumu kama Kamishna wa Chancery wa Kaunti ya Hampshire.",Robert White na Joshua Soule Zimmerman walihudumu pamoja na Kuykendall kama kamishna wa chancery wa Kaunti ya Hampshire.,1
135,"Maoni haya mara nyingi yalionyeshwa wakati wa kuibuka kwa harakati za Kiprotestanti, Wapuritan na Kiinjili.","Maoni haya mara nyingi yalionyeshwa wakati wa kuibuka kwa harakati za kiinjili, za kiinjili, na za Kiprotestanti.",1
141,Kombe la UEFA 1973 - 74 lilishindwa na Feyenoord Rotterdam kwenye Tottenham Hotspur 4: 2.,Kombe la 1973 - 74 UEFA lilishindwa na Feyenoord Rotterdam juu ya Tottenham Hotspur 4 - 2 kwa jumla.,1
148,"Talfourd Ely alikuwa mjukuu wa John Towill Rutt, ambaye alikuwa rafiki wa mapema wa Crabb Robinson.","Talfourd Ely alikuwa mjukuu wa Crabb Robinson, ambaye alikuwa rafiki wa mapema wa John Towill Rutt.",0
151,"Baba yake alikufa katika ujana wake, na mama yake, Samuel Adams, alifunga ndoa na Catherine A. Fagan mnamo 1842, ambaye miaka miwili baadaye alikua gavana wa Arkansas.","Baba yake alikufa wakati wa ujana wake na mama yake, Catherine A. Fagan, mnamo 1842 alifunga ndoa na Samuel Adams, ambaye alikua gavana wa Arkansas miaka miwili baadaye.",0
152,"Pia waliachilia wimbo wa pili kwenye albamu, `` Matukio '', kama ile ya 5 kutoka kwa albamu mnamo Juni 13.","Pia waliachilia wimbo wa pili kwenye albamu, `` Matukio '', mnamo Juni 13 kama ile ya 5 kutoka kwa albamu.",1
154,Bodi ya Maji ya Sydney ilikuwa imechukua usambazaji wa maji kwa Sydney kutoka Halmashauri ya Jiji mnamo 1888.,"Mnamo 1888, Bodi ya Maji ya Sydney ilichukua usambazaji wa maji kwa Sydney kutoka Halmashauri ya Jiji.",1
155,"Pia Cai Feng alikuwa na mtoto wa kiume, Cai Mao.","Cai Mao pia alikuwa na mtoto wa kiume, Cai Feng.",0
162,"Majani yake yameumbwa kwa njia mbadala kando ya matawi na yamepangwa lance, yai-umbo au karibu na mviringo na ni bua kwa muda mrefu.","Majani yake yamepangwa mbadala kando ya matawi na yana umbo la lance, umbo la yai au karibu na mviringo na ina shina refu.",0
163,Hii ilipanua eneo la mzozo kati ya Massachusetts na mkoa wa Rhode Island.,Hii iliongeza eneo la mzozo kati ya Kisiwa cha Rhode na mkoa wa Massachusetts.,0
164,"Shule ya Upili ya Slough ilikuwa Shule ya Sarufi ya Wasichana huko Berkshire, sasa Slough, Buckinghamshire.","Shule ya Upili ya Slough ilikuwa shule ya sarufi ya wasichana ya kuchagua huko Slough, Buckinghamshire, sasa Berkshire.",0
167,"Iko karibu na Lough Corrib, kwenye barabara ya N59 kwenda Oughterard na Clifden, huko Connemara.","Iko karibu na Oughterard na Clifden, kwenye barabara ya N59 kwenda Lough Corrib, huko Connemara.",0
169,"Wakati kutengwa kwa wachezaji weusi haikuwa sheria iliyoandikwa, hakuna Mwafrika-Amerika aliyecheza kwenye Ligi ya Soka ya Kitaifa tangu 1933.","Wakati kutengwa kwa wachezaji wa Kiafrika haikuwa sheria iliyoandikwa, hakuna mchezaji mweusi wa Amerika kwenye Ligi ya Soka ya Kitaifa iliyokuwa imecheza tangu 1933.",0
170,Muawiyah aliingia madarakani baada ya kifo cha Ali na kuanzisha nasaba.,"Baada ya kifo cha Muawiyah, Ali aliingia madarakani na akaanzisha nasaba.",0
176,"Mnamo 1994, Rodrigo Leão aliacha bendi hiyo kuanza kazi ya solo, ikibadilishwa na Carlos Maria Trindade (kibodi synthesizer).","Mnamo 1994, Rodrigo Leão aliacha bendi kuanza kazi ya solo, iliyobadilishwa na Carlos Maria Trindade (kibodi synthesizer).",1
182,"Mnamo mwaka wa 1933 Cattell aliandika kwamba, kati ya jamii zote za Nordic, `` mbio za Ulaya ndizo zilizotokea zaidi katika akili na utulivu wa hali ya joto ''.","Mnamo mwaka wa 1933, Cattell aliandika kwamba ya jamii zote za Nordic, `` mbio za Ulaya katika akili na utulivu wa hali ya joto zilitengenezwa zaidi ''.",1
193,"Abies Lasiocarpa, inayojulikana kama magharibi mwa Amerika ya Kaskazini au Rocky Mountain Fir, ni mti wa fir wa subalpine.","Abies Lasiocarpa, inayojulikana kama magharibi mwa Amerika ya Kaskazini au Rocky Mountain Fir, ni mti wa fir wa subalpine.",1
200,Motors za Amerika zilitoa msaada wa kiufundi tu katika mfumo wa misaada ndogo.,Motors za Amerika zilitoa msaada wa kiufundi tu katika mfumo wa msaada mdogo.,1
203,"Jengo kuu la Houston (HMB) mapema jengo la Prudential lilikuwa skyscraper katika Kituo cha Matibabu cha Texas huko Houston, Texas.","Jengo kuu la Houston (HMB) la zamani la Jengo la Prudential, lilikuwa skyscraper katika Kituo cha Matibabu cha Texas, Houston, Texas.",1
209,"Baada ya kurudi Paramaribo mnamo 1954, alikaa kama wakili huko Suriname.","Baada ya kurudi Suriname mnamo 1954, alikaa Paramaribo kama wakili.",0
210,"Ajali ya ndege ya aerosucre 4544 ilikuwa tukio la kwanza la anga lililohusisha aerosucre, ya pili ikiwa ni ajali ya Boeing 727 nyingine mnamo Novemba 18, 2006.","Ajali ya ndege ya aerosucre 4544 ilikuwa tukio la pili la kukimbia lililohusisha aerosucre, ya kwanza kuwa ajali ya Boeing 727 nyingine mnamo Novemba 18, 2006.",0
219,"Njia ya Cabot - sehemu ilitengenezwa kwenye tovuti huko Cape Breton, pamoja na Peggys Cove na Nyanda za Juu za Nova Scotia, kando ya Pwani ya Mashariki.","Sehemu ya Pwani ya Mashariki ilitengenezwa kwenye eneo huko Nova Scotia, pamoja na Peggys Cove na Nyanda za Juu za Cape Breton, kando ya Trail ya Cabot.",0
225,Njia nyingine ya kudhibiti idadi ya kulungu ni kudhibiti kiwango cha kuzaliwa.,Njia nyingine ya kudhibiti idadi ya kulungu ni kudhibiti kiwango cha kuzaliwa.,1
226,"Shairi hilo limehifadhiwa katika maandishi manne ya vipande, ambayo moja ni ya kisasa.","Shairi hilo limehifadhiwa katika maandishi manne ya kisasa, ambayo moja ni vipande:",0
227,"Manu Chao, vikundi `` hewa '', Cassius, Mars IV, Les Négresses Vertes, na FFF, na Howie B pia walishiriki kwenye albamu.","Vikundi '' hewa ``, Howie B, Mars IV, Les Négresses Vertes na FFF na Manu Chao pia walishiriki kwenye albamu hiyo.",0
228,Mto wa Hudeasa ni huduma ya Mto wa Bradu huko Romania.,Mto wa Hudeasa ni kijeshi cha Mto wa Bradu huko Romania.,1
230,"Wakati kutengwa kwa wachezaji wa Kiafrika haikuwa sheria iliyoandikwa, hakuna mchezaji mweusi wa Amerika kwenye Ligi ya Soka ya Kitaifa iliyokuwa imecheza tangu 1933.","Wakati kutengwa kwa wachezaji weusi haikuwa sheria iliyoandikwa, tangu 1933 hakuna Afro-American aliyecheza kwenye Ligi ya Soka ya Kitaifa.",0
232,"Baba yake Patrick Byrne alikuwa mbunge, TD, Seneta na Meya wa Bwana wa Dublin. Ndugu mwingine Alfie Byrne pia alikuwa TD.","Baba yake, Patrick Byrne, alikuwa mjumbe, seneta na Meya wa Lord wa Dublin, kaka mwingine Alfie Byrne pia alikuwa TD.",1
234,Mfululizo wa kwanza ulipokelewa bora na wakosoaji kuliko wa pili.,Mfululizo wa pili ulipokelewa vyema na wakosoaji bora kuliko wa kwanza.,0
235,Fanwood iko katika wilaya ya 12 ya mkutano na ni sehemu ya Wilaya ya Sheria ya 22 ya New Jersey.,Fanwood iko katika wilaya ya 22 ya mkutano na ni sehemu ya Wilaya ya 12 ya Sheria ya Jimbo la New Jersey.,0
236,Santa Cruz iko kwenye ukingo wa Mto wa Santa Cruz ambao unapita upande wa mashariki wa Laguna de Bay.,"Laguna de Bay iko kwenye ukingo wa mto Santa Cruz, ambayo inapita katika sehemu ya mashariki ya Santa Cruz.",0
237,Porte de Vincennes iko ambapo kona ya kusini mashariki ya mpangilio wa 20 hukutana na kona ya kaskazini mashariki ya mpangilio wa 12 wa Paris.,Porte de Vincennes iko ambapo kona ya kaskazini-mashariki ya mpangilio wa 12 hukutana na kona ya kusini-mashariki ya mpangilio wa 20 wa Paris.,0
238,"Mnamo Machi 5, 2011, MTV Hive alituma kiunga cha kutiririka kwa Anni Rossi, akifanya Rihannas '' Rude Boy ``.","Mnamo Machi 5, 2011, MTV Hive alituma kiunga cha utiririshaji kwa Rihanna, akifanya Anni Rossi `` kijana wa kijeshi ''.",0
242,Mfalme Qi alikutana na Mfalme Zhao wa Qin magharibi mwa Zhou mnamo 284 KK kuunda muungano dhidi ya Xi.,"Mnamo 284 KK, Mfalme Qi alikutana na Mfalme Zhao wa Qin magharibi mwa Zhou kuunda muungano dhidi ya Xi.",1
243,Kanda ya Utawala ya Chenzhou katika nasaba ya Tang iko chini ya usimamizi wa Henan wa kisasa mashariki mwa Zhoukou:,Kanda ya utawala ya Chenzhou katika nasaba ya Tang iko chini ya usimamizi wa Henan wa kisasa mashariki mwa Zhoukou:,1
244,"`` Safi '' inamaanisha kwa urahisi, na `` Belter '' au `` Belta '' inamaanisha nzuri au nzuri.",`` Safi '' inamaanisha tu sana na `` Belter '' au `` belta '' inamaanisha nzuri au kubwa.,0
248,"Stephen Stephen aliolewa mnamo Agosti 29, 1806 na Benjamin Hough, Jaji wa Amani, katika Kaunti ya Jefferson, Elizabeth Core.","`` 2 '' Benjamin Hough aliolewa mnamo 29 Agosti 1806 na Stephen Ford, Jaji wa Amani, katika Kaunti ya Jefferson na Elizabeth Core.",0
253,Aina hiyo ilielezewa kwanza na mtaalam wa mimea Stephan Endlicher mnamo 1846 kama sehemu ya kazi ya Johann Georgia Christian Lehmann `` Irideae. Plantae preissinae ''.,Aina hiyo ilielezewa rasmi mnamo 1846 na mtaalam wa mimea Stephan Endlicher kama sehemu ya kazi `` Irideae Plantae preissianae '' na Johann Georgia Christian Lehmann.,1
256,"Mnamo 1912, Bunge la Kitaifa la India lilifanya kikao chake cha 27 huko Bankipore chini ya urais wa Rao Bahadur Raghunath Narasinha Mudholkar kutoka Amravati, Mkoa wa Kati na Berar.","Mnamo 1912, Bunge la Kitaifa la India lilifanya kikao chake cha 27 huko Bankipore, chini ya urais wa Rao Bahadur Raghunath Narasinha Mudholkar kutoka majimbo ya kati ya Amravati na Berar.",0
262,"Fiber inayotumika sana ya wanyama ni pamba iliyovunwa kutoka kwa kondoo. Kwa kuunganishwa kwa mikono na kupendeza, uzi mnene, pamba na uzi wa akriliki mara nyingi hupigwa.","Fiber ya wanyama wa spun mara nyingi huvunwa pamba kutoka kwa kondoo. Kwa visu vya mkono na kusugua kwa hobby, pamba nene na uzi wa akriliki mara nyingi hutumiwa.",0
265,Tipico Co Ltd na Tipico Casino Ltd ilianzishwa mnamo 2004 kama kampuni za kimataifa za biashara katika usajili wa kibiashara wa Mamlaka ya Huduma za Fedha za Malta.,Tipico Co Ltd na Tipico Casino Ltd ilianzishwa mnamo 2004 kama kampuni za kimataifa za biashara katika usajili wa kibiashara wa Mamlaka ya Huduma za Fedha za Malta.,1
278,"Iko karibu na Lough Corrib, kwenye barabara ya N59 kwenda Oughterard na Clifden, huko Connemara.","Iko karibu na Oughterard na Clifden, kwenye barabara ya N59 kwenda Lough Corrib, huko Connemara.",0
283,"Mnamo Septemba 14, 2006, Lang alisainiwa na Wizards ya Washington na kutolewa na Wizards mnamo Julai 2017.","Mnamo Septemba 14, 2006, Lang alisainiwa na Wizards wa Washington. Mnamo Julai 2017, Lang aliachiliwa na Wizards.",1
284,"Moja ilitolewa kwenye Radio Airplay huko Italia mnamo Oktoba 12, 2012, na ilisafirishwa ulimwenguni mnamo 3 Desemba 2012.","Moja ilitumwa kwa Radio Airplay mnamo Oktoba 12, 2012 huko Italia na iliachiliwa ulimwenguni mnamo Desemba 3, 2012.",0
290,Baada ya huduma yake Lockhart kuishi huko Texas lakini hivi karibuni alihamia Florida.,"Baada ya huduma yake, Lockhart aliishi Florida, lakini alihamia hivi karibuni kwenda Texas.",0
291,"Inapatikana katika Amerika ya Kaskazini, ambapo ilirekodiwa kutoka Newfoundland na Labrador West hadi Briteni ya Briteni, kaskazini hadi Alaska na Yukon.","Inapatikana Amerika Kaskazini, ambapo imerekodiwa kutoka Newfoundland na Labrador West hadi Briteni ya Briteni, kaskazini hadi Alaska na Yukon.",1
295,"Wilaya hii ya Magharibi ya Randallstown ni pamoja na Woodlawn, Milford Mill, na Kaunti ya Baltimore.","Wilaya hii ya Magharibi ya Randallstown inajumuisha Woodlawn, Milford Mill na Kaunti ya Baltimore.",1
298,Alifundishwa na John Velazquez na kupandishwa na Jockey Dale Romans katika mbio zake muhimu zaidi.,Alifundishwa na Warumi wa Dale na kupandishwa na jockey John Velazquez wakati wa mbio zake muhimu zaidi.,0
300,"Wakati wa wakati wake huko Savannah, Charles Celestine alijifunza kutoka kwa gazeti kwamba mtoto wake, Sherman, alikuwa amekufa wakati wa kampeni ya Savannah, Jenerali alikuwa hajawahi kumuona mtoto.","Nilipokuwa Savannah, Charles Celestine alijifunza kutoka kwa gazeti kwamba mtoto wake mchanga Sherman alikuwa amekufa wakati wa kampeni ya Savannah; Mkuu alikuwa hajawahi kumuona mtoto.",1
305,Jalada hilo lilibuniwa na msanii wa Heraldic John Pasche na mtu wa `` Steel Monkey '' ameandaa kifuniko cha mkurugenzi wa sanaa Andrew Stewart Jamieson.,"Jalada hilo lilibuniwa na msanii wa heraldic Andrew Stewart Jamieson, mtu wa `` Steel Monkey '' ameandaa kifuniko cha Mkurugenzi wa Sanaa John Pasche.",0
309,Njia ya MacCormack ni mpango wa discretization unaotumiwa sana kwa suluhisho la hesabu la sehemu tofauti za hyperbolic.,"Katika mienendo ya maji ya computational, njia ya MacCormack ni mpango wa discretization unaotumiwa sana kwa suluhisho la sehemu ya hyperbolic ya hesabu za hesabu.",0
311,"Wright alihamia kutoka Chapel Hill, NC kwenda New York.","Wright alihamia New York kutoka Chapel Hill, NC.",1
313,"Uwezo wa konsonanti ni aina ya sauti ya velar ambayo hutumika katika lugha zingine zinazozungumzwa ishara katika alfabeti ya kimataifa ya fonetiki, ambayo inawakilisha sauti hii.","Velar - ejective ni aina ya sauti ya konsonanti ambayo hutumika katika lugha zingine zinazozungumzwa ishara katika alfabeti ya kimataifa ya fonetiki, ambayo ni sauti hii.",0
314,"Shughuli za Ulaya zikawa sehemu ya Ebel, wakati shughuli za Asia ziliuzwa kwa mjasiriamali wa Hong Kong Joseph Wong na sasa ni mali ya Stelux Holdings.",Shughuli za Ulaya zikawa sehemu ya EBEL wakati shughuli za Asia ziliuzwa kwa mjasiriamali wa Hong Kong Joseph Wong na sasa ni sehemu ya Holdings za Stelux.,1
321,"Wajumbe wa Bodi ya Ushauri ya mapema ni pamoja na Alistair Cooke, Sauli Bellow, Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz.","Washiriki wa ushauri wa mapema ni pamoja na Walter Cronkite, Norman Vetter, Gore Vidal, Norman Podhoretz, Sauli Bellow, na Alistair Cooke.",1
328,Hifadhi ya Kitaifa ya Petkeljärvi ni mbuga ya kitaifa huko Ilomantsi katika mkoa wa kaskazini wa Karelia wa Ufini.,Hifadhi ya Kitaifa ya Petkeljärvi ni mbuga ya kitaifa huko Ufini katika mkoa wa Ilomantsi kaskazini mwa Karelia.,0
329,"Pia walichapisha wimbo wa 5 kwenye albamu, `` Matukio '', kama ile ya pili kutoka kwa albamu mnamo Juni 13.","Pia waliachilia wimbo wa 5 kwenye albamu, `` Masiti, '' mnamo Juni 13 kama moja ya pili kutoka kwa albamu.",1
335,Stoke alipiga Sheffield Jumatano na Huddersfield Town kabla ya kupoteza kwenda Peterborough United katika raundi ya nne.,Stoke alipiga Peterborough United na Huddersfield Town kabla ya kupoteza katika raundi ya nne dhidi ya Sheffield Jumatano.,0
349,"Alipoulizwa jinsi ya kusema jina lake, aliwaambia `` digest ya fasihi '' jina langu limetamkwa kana kwamba `` sikio '; en-nyumba '' imeandikwa.","Alipoulizwa jinsi ya kusema jina lake, aliwaambia `` digest ya fasihi '' jina langu limeandikwa kana kwamba limetamkwa, sikio 'apos; enhouse ``.",0
351,Kilimo hicho kilianzishwa mnamo 1880 na Fernando Heydrich huko Matanzas huko Cuba.,"Katika Matanzas kilimo chake kilianzishwa mnamo 1880, na Fernando Heydrich huko Cuba.",0
361,"Ikiwa kuna aina kadhaa za kisarufi katika sentensi, kwanza tu huvaa alama ya wingi.","Ikiwa kuna aina kadhaa za kisarufi katika sentensi, ni wingi tu huvaa alama ya kwanza.",0
371,Utawala huo uliondoka Philadelphia mnamo Oktoba 1777 ili kujiunga na jeshi kuu la Jenerali George Washington nje ya Boston.,Kikosi hicho kiliacha Philadelphia mnamo Oktoba 1777 ili kujiunga na jeshi kuu la Jenerali George Washington nje ya Boston.,1
372,"Mnamo 1974 Lao PDR ilianzisha mfuko wa hatua ya II kwa msaada wa Benki ya Dunia, Umoja wa Mataifa, na Benki ya Maendeleo ya Asia.","Kwa msaada wa Benki ya Dunia, Umoja wa Mataifa, na Benki ya Maendeleo ya Asia, Lao PDR walianzisha Mfuko wa II wa Stage mnamo 1974.",1
378,Baadaye aliitumia kama ishara kwa chama cha Nazi na kuiweka kwenye duara nyeupe na asili nyekundu kuitumia kama bendera.,Baadaye aliitumia kama ishara kwa chama cha Nazi na akaiweka kwenye duara nyekundu na asili nyeupe kuitumia kama bendera.,0
380,"Kuendeleza ramani ya Hoth, wabuni wamepokea nyenzo nyingi za chanzo iwezekanavyo kutoka `` Dola inapiga nyuma '' kuunda uzazi halisi.","Ili kuunda ramani ya Hoth, wabuni walipata nyenzo za chanzo kutoka `` Dola inapiga nyuma '' iwezekanavyo ili kukuza uzazi halisi.",0
384,"Ameolewa na Elizabeth `` Betsy '' Katz. Yeye ndiye baba ya Adamu, Nathaniel na Sara Hundt.","Ameolewa na Elizabeth `` Betsy '' Katz, baba wa Adamu, Nathaniel na Sara Hundt.",1
385,Nyumba inashtakiwa kwa nguvu ya hasira na inatoa sura kwa roho ya necromantic ndani.,Nyumba inashtakiwa kwa nguvu ya necromantic na inatoa sura kwa roho ya hasira ndani.,0
387,"Wakati OROS ilifanya kazi chini ya Walker kwenye muundo wa gari la Ford na lori, Engel alijikita kwenye magari ya Lincoln na Mercury.","Wakati OROS ilifanya kazi kwenye gari la Ford na miundo ya lori chini ya Walker, Engel alilenga kwenye magari ya Lincoln na Mercury.",1
402,"Hirasea goniobasis ni spishi ya konokono ya ardhi ya kupumua ya ardhi ya mapafu, eneo ndogo la gastropod katika familia Endodontidae.","Hirasea goniobasis ni spishi ya konokono ndogo ya hewa-inayoweza kuvunjika, gastropod mollusk ya ulimwengu katika familia Endodontidae.",0
404,"Vidonda vya mapema ni dhahiri kuwa tishu za kawaida ambazo zinaonekana kuwa zisizo za kawaida chini ya uchunguzi wa microscopic, na ambayo saratani ina uwezekano mkubwa wa kutokea kuliko mwenzake wa kawaida wa morphologic.","Vidonda vya mapema ni dhahiri kuwa tishu za kawaida, ambazo zinaonekana kuwa zisizo za kawaida katika mitihani ya microscopic na ambayo saratani ina uwezekano mkubwa kuliko mwenzake wa kawaida wa morphologic.",1
405,Abu Halifa au Abu Hulayfah au Abu Huleifa au Abu Haleifah ni mji mdogo katika Kuwait ya Gavana wa Al Ahmadi katika wilaya ya kusini ya Abu Halifa.,Abu Halifa au Abu Hulayfah au Abu Huleifa au Abu Haleifah ni mji mdogo katika Kuwait ya Gavana wa Al Ahmadi kusini mwa wilaya ya Abu Halifa.,1
408,Israeli ni albamu ya Waandishi wa habari wa jazba wa Amerika Kai Winding na J. J. Johnson akishirikiana na maonyesho yaliyotolewa mnamo 1968 na kurekodiwa kwenye C,Israeli ni albamu ya Waandishi wa habari wa Jazz wa Amerika Kai Winding na J. J. Johnson na maonyesho yaliyochapishwa mnamo 1968 na kurekodiwa kwenye c.,1
