premise,choice1,choice2,question,label,idx,changed
اس شخص کا ای میل ان باکس اسپام سے بھرا ہوا ہے۔,اس نے اسپام کو حذف کردیا۔,اس نے ایک عوامی ای میل بھیجا۔,effect,0,13,False
نااخت الگ تھلگ تھا۔,اسے اس بیماری کی تشخیص ہوئی تھی۔,وہ اس بیماری سے صحت یاب ہوگیا ہے۔,cause,0,14,False
لڑکی نے کوڈ حفظ کیا۔,اس نے اسے حفظ کیا۔,وہ اسے لکھنا بھول گیا۔,effect,0,15,False
میں نے ایک گلاس میں پانی ڈالا۔,پانی نے میری پیاس بجھا دی۔,پانی بھرا ہوا تھا۔,effect,1,16,False
جب اس کے دوست نے بولنے کا کام ختم کیا تو وہ شخص خاموش رہا۔,وہ اپنے دوست کو مدد دینا چاہتا تھا۔,وہ اپنے دوست کے الفاظ کے بارے میں سوچ رہا تھا۔,cause,1,17,False
حادثہ میری غلطی تھی۔,میں نے مجرم محسوس کیا۔,میں نے ایک مقدمہ دائر کیا۔,effect,0,18,False
ہار بہت دور تھا۔,ٹائر کے گرد ایک ہار لپیٹا گیا تھا۔,ہار میں ایک ٹوٹا ہوا لنک تھا۔,cause,1,19,False
اس جوڑے نے معاہدے پر آنے کا فیصلہ کیا۔,وہ بحث کر کے تھک گئے تھے۔,وہ اس مسئلے پر تبادلہ خیال کرنے بھاگے۔,cause,0,20,False
خاتون نے عوامی دفتر چلانے کا فیصلہ کیا ہے۔,اس نے مہم کے ایک مینیجر کی خدمات حاصل کیں۔,اس نے عدالت میں گواہی دی۔,effect,0,21,False
اس شخص نے اپنے سفر میں سرد موسم کی توقع کی تھی۔,اس نے اپنے خانے کے اندر گرم کپڑے کا بندوبست کیا۔,اس نے ایک بڑے باکس کے ساتھ سفر کیا۔,effect,0,22,False
طالب علم کو سوال کا جواب معلوم تھا۔,اس نے اپنا ہاتھ اٹھایا۔,اسے پرواہ نہیں تھی۔,effect,0,23,False
اس شخص کی آنکھیں آنسوؤں سے بھری ہوئی ہیں۔,دھول اس کی آنکھوں میں آباد ہوگئی۔,اس نے اپنی آنکھوں پر دھوپ پہن رکھی تھی۔,cause,0,24,False
کھلاڑی نے لگاتار دس کھیل جیتا۔,اس کے مخالف نے اس پر دھوکہ دہی کا الزام لگایا۔,اس کے مخالف کو اس کے لئے افسوس ہوا۔,effect,0,25,False
اساتذہ نے طالب علم کا امتحان توڑ دیا۔,اس نے ایک طالب علم کو دھوکہ دہی کے الزام میں گرفتار کیا۔,طالب علم کا جواب غلط تھا۔,cause,0,26,False
میں بات کرنا چھوڑنے میں ہچکچاہٹ محسوس کرتا ہوں۔,میں نے اپنی آواز کھو دی۔,میں سانس سے باہر تھا۔,cause,1,27,False
منجمد کھانا پگھل گیا۔,میں نے اسے مائکروویو پر رکھا۔,میں نے اسے پلاسٹک کی چادر سے ڈھانپ لیا۔,cause,0,28,False
ملازم نے کاٹنے کو جعلی بنایا۔,اسے پیٹ کی پریشانی تھی۔,وہ ایک دن کی چھٹی چاہتا تھا۔,cause,1,29,False
لڑکی تالاب میں گئی۔,وہ تالاب کے کنارے پر بھاگ گیا۔,وہ ڈائیونگ گول سے چھلانگ لگا۔,cause,1,30,False
مووی کے ٹکٹ سب فروخت ہوچکے ہیں۔,فلم کا لانچ ڈے تھا۔,فلم کو منفی آراء ملتی ہیں۔,cause,0,31,False
اس شخص نے وزن کم کیا ہے۔,لوگ اسے خارج کردیتے ہیں۔,لوگ اس کی تعریف کر رہے ہیں۔,effect,1,32,False
لڑکی کے ہاتھ چھالے تھے۔,اس نے خط ٹائپ کیا۔,وہ رسی پر سوار ہوا۔,cause,1,33,False
ایک ہی رنگ کی موٹر سائیکل پر سوار ہوتے ہوئے ایکروبیٹ نے دھوکہ دیا۔,سامعین نے حیرت سے اسے خوش کیا۔,ایکروبیٹ سوئنگ سے لٹکا ہوا تھا۔,effect,0,34,False
میں نے اپنا صبر کھو دیا ہے۔,میرے دوست نے مجھے اس کا انتظار کرنے پر مجبور کیا۔,میرا دوست وقت پر پہنچا۔,cause,0,35,False
جنگجو قومیں امن چاہتے تھے۔,انہوں نے جوہری ہتھیار تیار کیے۔,انہوں نے ایک معاہدے پر بات چیت کی۔,effect,1,36,False
وہ شخص نیند کی گولیاں لے رہا تھا۔,وہ غنودگی کا شکار ہوگیا ہے۔,اسے بخار ہوگیا۔,effect,0,37,False
اس عورت کو کرسی سے ٹکرا گیا۔,کرسی کی ٹانگ کھل گئی۔,اس نے اپنے گھٹنے کو تکلیف دی۔,effect,1,38,False
لڑکے نے غبارہ اڑا دیا۔,نابینا آدمی ٹھیک ہوگیا تھا۔,نابینا آدمی چھلانگ لگا۔,effect,0,39,False
مسافروں نے اپنے ہوٹل کے کمرے کے اندر کا معائنہ کیا۔,انہوں نے اپنا سامان پیک کیا۔,وہ ہوائی اڈے پر گئے۔,effect,0,40,False
میں فلو کاٹتا ہوں۔,مکمل طور پر زخمی,جوس چھڑک گیا تھا۔,effect,1,41,False
میرا ہاتھ چپکی ہوئی ہے۔,میں نے ایک ڈونٹ کھایا۔,مجھے ایک مزیدار کھانا ملا۔,cause,0,42,False
میں نے دروازہ کھلا دھکا دیا۔,دروازہ کھلا۔,دروازہ بند تھا۔,effect,0,43,False
کارکنوں نے مصنوعات کا بائیکاٹ کیا۔,کوالٹی اشورینس کے لئے مصنوعات کی درجہ بندی کی گئی تھی۔,بچوں کی مزدوری کے ذریعے مصنوعات بنائی گئیں۔,cause,1,44,False
میں نے دیوار میں ایک سوراخ کھود لیا۔,چوہا سوراخ سے باہر رینگ گیا۔,چھید سے دھول اڑا دی۔,effect,1,45,False
عورت اپنی بہن سے رشک کرتی تھی۔,اس کی بہن خوش تھی۔,اس کی بہن کی طلاق ہوگئی تھی۔,cause,0,46,False
میں نے اپنی قمیض پر شراب ڈالی۔,میں نے ایک تہبند پہنا تھا۔,میں نے اپنی قمیض تبدیل کردی۔,effect,1,47,False
کیشئیر نے نقد کتابیں کھولیں۔,گاہک نے اس کے بٹوے کی تلاش کی۔,موکل نے اسے رقم دے دی۔,cause,1,48,False
گلی میں پرفارم کرنے والے موسیقار نے بھیڑ کو راغب کیا۔,لوگوں نے اسے ایک سکہ دیا۔,اس نے ہجوم کو دور کردیا۔,effect,0,49,False
چھوٹا لڑکا اپنے سرپرست کے لئے پکارا۔,وہ اپنے والدین کو دیکھنے کے خواہشمند تھا۔,یہ کھانے کا وقت تھا۔,effect,0,50,True
پائلٹ کے راڈار کو طوفان کا پتہ چلا۔,پائلٹ طوفان سے دستبردار ہوگیا۔,پائلٹ طوفان کی طرف اڑ گیا۔,effect,0,51,False
درخت نے اس کے پتے گرا دیئے۔,پتے رنگ بدل گئے۔,پتے نیچے جمع ہوئے۔,effect,1,52,False
لڑکا صدمے کی حالت میں تھا۔,اس نے اپنی بہن کے ساتھ کارڈ کھیلنے کا فیصلہ کیا۔,اس نے اپنی بہن کے ساتھ لطیفے کا کھیل کھیلنے کا فیصلہ کیا۔,effect,1,53,False
بچے کو افسوس ہوا کہ وہ بیت الخلا میں جانا چاہتا ہے۔,اس کے والد نے اسے ایک مشروب اور ایک مشروب دیا۔,والد نے گیس اسٹیشن پر گاڑی کھڑی کی۔,effect,1,54,False
بچے نے مچھلی کے کھانے کو ٹینک میں اسپرے کیا۔,مچھلی ٹینک سے باہر کود گئی۔,مچھلی کھانے کی طرف تیر گئی۔,effect,1,55,False
عورت کا سیاسی نقطہ نظر بدل گیا۔,اس نے اپنے پارٹی تعلقات کو تبدیل کردیا۔,وہ ہڑتال میں شامل ہوگیا۔,effect,0,56,False
بیت الخلا کے سنک بھری ہوئی تھی۔,میں نے نل آن کیا۔,میں نے اس میں صفائی کا آلہ داخل کیا۔,effect,1,57,False
مسافر ٹرین سے باہر نکلے۔,ٹرین اسٹیشن پر پہنچی۔,ٹرین نے سائرن کو اڑا دیا۔,cause,0,58,False
مردوں نے نم ونگ ونگ کو نیچے دھکیل دیا۔,اس نے لفافے پر ڈاک ٹکٹ لگایا۔,اس نے لفافہ بند کردیا۔,effect,1,59,False
دوستوں سے رابطہ کھو گیا۔,وہ ایک دوسرے کے قریب ہونے سے لطف اندوز ہوئے۔,وہ مختلف شہروں میں چلے گئے۔,cause,1,60,False
اکاؤنٹنٹ کمپنی کے مالی اعانت کا انتظام کرنے میں ناکام رہا۔,اسے اپنے عہدے سے ہٹا دیا گیا۔,وہ زچگی کی چھٹی پر گئی۔,effect,0,61,False
میں نے گھڑی کی طرف دیکھا۔,میں نے گھڑی کی آواز سنی۔,میں جاننا چاہتا تھا کہ یہ کیا وقت تھا۔,effect,1,62,False
میرے ہاتھ میں درد ہوا۔,میں نے ہاتھ سے مضمون لکھا۔,میں اور میری بیوی نے ہاتھ تھام لیا۔,effect,0,63,False
کوومیو سخت ہوگیا۔,میں نے سکوپ کو تبدیل کردیا۔,میں نے ایک سکریو ڈرایور رول کیا۔,effect,1,64,False
جوڑے نے اپارٹمنٹ کے لئے کرایے کے معاہدے پر دستخط کیے۔,یہ جوڑا ایک اپارٹمنٹ میں چلا گیا۔,سٹی کونسل نے ایوان کو مسمار کردیا۔,effect,0,65,False
عورت کونسل پر باہر بیٹھی۔,وہ سورج کو نیچے جاتے دیکھنا چاہتا تھا۔,اس نے سوچا کہ اس نے تھنڈر کو دیکھا ہے۔,cause,0,66,False
اس شخص نے لائف جیکٹ پہن رکھی تھی۔,وہ تیراکی نہیں کرسکتا تھا۔,پانی اتلی تھا۔,cause,0,67,False
اس عورت نے ٹیکسٹ پروسیسر کے اندر غلطی کی۔,اس نے دستاویز کو حذف کردیا۔,اس نے پچھلے بٹن کو دبایا۔,effect,1,68,False
لڑکی نے اپنے دوستوں سے ڈینگ مار دی۔,اسے بری جماعت ملی۔,اس نے مقابلہ جیت لیا۔,cause,1,69,False
باغ کیچڑ تھا۔,رات کو بارش ہوئی۔,یہ ماتمی لباس سے بھرا ہوا تھا۔,effect,0,70,False
عورت تیز سو رہی تھی۔,وہ رات کے وقت ہوٹل میں رہا۔,وہ اپنی الارم گھڑی کو ایڈجسٹ کرنا بھول گیا تھا۔,cause,1,71,False
اس شخص نے سن اسکرین پہن رکھی ہے۔,وہ سایہ میں بیٹھ گیا۔,وہ ساحل سمندر پر گیا۔,cause,1,72,False
محققین نے اس نظریہ کی تصدیق کی۔,محققین نے نظریہ کو مسترد کردیا۔,لوگوں نے نظریہ کو قبول کیا۔,effect,1,73,False
میچ میں شائقین گرج اٹھے۔,میچ اضافی وقت میں چلا گیا۔,ریفری نے غلط فیصلہ کیا۔,cause,1,74,False
میں نے خفیہ نمبر لاک میں داخل کیا۔,میں نے تالا بند کردیا۔,تالا کھلا۔,effect,1,75,False
ہجوم میں اضافہ ہوا۔,باپ نے اپنے بیٹے کو رقم دی۔,باپ نے اپنے بیٹے کا ہاتھ پکڑا۔,effect,1,76,False
برف نے راستہ مسدود کردیا تھا۔,میں نے ایک سنوبال میں برف جمع کی۔,میں نے برف کو راستے سے ہٹا دیا۔,effect,1,77,False
قطار لگانے والوں نے اپنے نوروں کو گولہ باری کی۔,کیک ساحل سمندر پر اترا۔,کیک نے لہر کو نشانہ بنایا۔,effect,0,78,False
لڑکی اپنی موٹرسائیکل کی سمت کھو گئی۔,اس نے اسٹیئرنگ وہیل کو جانے دیا۔,اس نے خود کو دیوار سے ٹکرایا۔,effect,1,79,False
میں نے پرستار آن کیا۔,میری جلد پر پانی پھیل گیا۔,مجھے محسوس ہوا کہ میرے اوپر سرد ہوا گزر رہی ہے۔,effect,1,80,False
سمندر میں ملاح ساحل پر واپس آئے۔,وہ نمی سے بھرا ہوا تھا۔,انہوں نے پوپ کو دیکھا۔,effect,1,81,False
میں نے ٹونٹی پلگ کو باتھ ٹب میں کھینچ لیا۔,پانی بیسن میں بہہ گیا۔,پانی فرش پر بکھر گیا۔,effect,0,82,False
شوہر نے اپنی بیوی کی توہین کرنے کے بارے میں مجرم محسوس کیا۔,اس نے اس پر بے ایمانی کا الزام لگایا۔,اس نے اس سے اپنی بے وفائی کا اعتراف کیا۔,effect,1,83,False
پوسٹر پر سیاہی پھنس گئی۔,میں نے سیاہی کے خشک ہونے کا انتظار کیا۔,میں نے پوسٹر پر پانی ڈالا۔,cause,1,84,False
بچہ روتے ہوئے اٹھا۔,اس کا برا خواب تھا۔,اس نے بستر بنایا۔,cause,0,85,False
لڑکے نے اپنے پاؤں میز پر رکھا۔,اس کے والد میز پر بیٹھ گئے۔,اس کے والد نے اسے ڈانٹا۔,effect,1,86,False
میرے دوست نے اپنا سر میری طرف موڑ دیا۔,میں نے اس کا نام پکارا۔,میں لہرا گیا۔,cause,0,87,False
حکومت نے اپنے شہریوں پر ظلم کیا۔,شہریوں نے بغاوت کی منصوبہ بندی کی۔,شہریوں نے ووٹ ڈالنے کے لئے اندراج کیا۔,effect,0,88,False
لڑکا جنگل میں غائب ہوگیا۔,اس نے اپنا خیمہ کھڑا کیا۔,وہ مدد کے لئے پکارا۔,effect,1,89,False
عورت بیرون ملک سفر کرتی تھی۔,وہ اپنی طرف متوجہ کرنے کا طریقہ سیکھنا چاہتا تھا۔,وہ کسی اور ثقافت کے بارے میں جاننا چاہتا تھا۔,cause,1,90,False
آدمی اپنے ساتھی کارکن سے رشک کرتا تھا۔,ایک ساتھی کو ترقی دی گئی۔,ایک ساتھی کارکن نے رات گئے تک کام کیا۔,cause,0,91,False
انسان نے دوسرے سیارے سے مخلوق کا مشاہدہ کیا۔,وہ خیالی چیزوں کے بارے میں سوچ رہا تھا۔,وہ غور کر رہا تھا۔,cause,0,92,False
اس شخص کے بال سنہری ہو گئے۔,اس نے اس میں ایک بلیچ ڈال دی۔,اس نے اس میں ایک شیمپو ڈالا۔,cause,0,93,False
فنکار نے ایک نیا کام تخلیق کیا۔,انہوں نے اپنے پچھلے کام پر تنقید کی۔,اس نے حوصلہ افزائی تلاش کرنے پر مجبور محسوس کیا۔,cause,1,94,False
بچہ لڑکا گھر سے باہر چلا گیا۔,اسے فوج سے رہا کیا گیا تھا۔,وہ کالج جارہا تھا۔,cause,1,95,False
کتابیں کتابوں کی الماری میں گر گئیں۔,سمتل دھول سے ڈھکی ہوئی تھی۔,زلزلے نے کتابوں کی الماری کو ہلا کر رکھ دیا۔,cause,1,96,False
میرے گھر میں بجلی بند ہے۔,میں نے لائٹس کو آن کیا۔,میں نے فیوز کو ایڈجسٹ کیا۔,effect,1,97,False
ہمیں ایک کنٹینر کے ذریعہ تفریحی پارک میں لے جایا گیا۔,یہ آلہ خوفناک تھا۔,یہ آلہ تفریحی تھا۔,effect,1,98,False
بس بیگ گرنے لگا۔,میں نے ایک بیگ میں مکھن ڈالا۔,میں نے اسے مائکروویو میں آگ لگادی۔,cause,1,99,False
درخت بجلی کے تار میں گر گیا۔,بجلی سڑک پر چلی گئی۔,پیشن گوئی نے تیز ہواؤں کی پیش گوئی کی ہے۔,effect,0,100,False
ترجمان نے سیاسی طور پر غلط تبصرہ کیا۔,اس نے سامعین کو ناراض کیا۔,اس نے سامعین کو ناراض کیا۔,effect,1,101,False
میں نے اپنے آپ کو پنوں سے وار کیا۔,میرے چہرے سے پسینے کے قطرے ٹپک گئے۔,میری انگلی سے خون کا ایک قطرہ اٹھ گیا۔,effect,1,102,False
مچھلی بیرل کی سطح پر تیرتی ہے۔,وہ بھوکا تھا۔,وہ مر گیا تھا۔,cause,1,103,False
ایک خشک آدمی کی آواز۔,اسے فلو مل گیا ہے۔,اس نے تمباکو نوشی چھوڑ دی۔,cause,0,104,False
لفٹ کا دروازہ کھلا۔,لفٹ منتخب فرش پر پہنچی۔,لفٹ فرش کے وسط میں منجمد ہوگئی۔,cause,0,105,False
نوجوان گھر میں گھس گیا۔,اس نے اپنے بزرگوں کو دھوکہ دیا۔,اس کے والدین نے اسے جانے سے روک دیا۔,cause,1,106,False
بیت الخلا پانی سے بھرا ہوا تھا۔,ٹوائلٹ بہہ رہا تھا۔,گرم پانی کے ٹینک کو نقصان پہنچا تھا۔,cause,0,107,False
چھوٹا کتا اپنے مالک کے پاس بیٹھا تھا۔,مالک نے اس کے لئے ایک چھوٹا سا کتا رکھا تھا۔,مالک نے چھوٹے کتے کو زنجیر میں ڈال دیا۔,cause,1,108,False
اس شخص کو اس کی مثال مل گئی۔,وہ بکھرے ہوئے درخت کے نیچے کھڑا تھا۔,وہ پرسکون جھیل میں کھڑا تھا۔,cause,1,109,False
میں نے اپنی گرل فرینڈ کا فون کال یاد کیا۔,میں نے اسے دوبارہ فون کیا۔,میں نے اس سے رات کے کھانے کے لئے ملاقات کی۔,effect,0,110,False
کنبہ سڑک پر تھا۔,کتا گھر بھاگ گیا۔,ان کے گھر میں مہنگے جواہرات ضائع ہوگئے تھے۔,cause,0,111,False
میں نے اپنی سانسوں کو دیکھا جب میں نے ایک گہری سانس لی۔,موسم پرسکون تھا۔,سینے کو تنگ محسوس ہوا۔,cause,0,112,False
ملازمین نے فیڈریشن تشکیل دی۔,وہ بہتر کام کرنے کا ماحول چاہتے تھے۔,ان کے آجر نے تنخواہ شامل کی۔,cause,0,113,False
میں نے ایک سیب پائی بنائی۔,سڑ کی بدبو نے باورچی خانے سے بھر دیا۔,ایک خوشگوار خوشبو نے باورچی خانے کو بھر دیا۔,effect,1,114,False
عورت کو چلنے میں دشواری کا سامنا کرنا پڑا۔,اس نے اونچی ایڑیوں کے ساتھ جوتے پہنے تھے۔,اس نے اپنے جوتے اتار لئے۔,cause,0,115,False
بھاپ پانی سے نکلی۔,پانی ابلتا ہے۔,میں نے برتن کو ڈھانپ لیا۔,cause,0,116,False
میری تمام جرابیں لانڈری میں ہیں۔,میں نے سادہ پہنا تھا۔,میں نے جوتے پہنے تھے۔,effect,0,117,False
سیاستدان کی دلیل کو مضحکہ خیز سمجھا جاتا تھا۔,وہ ووٹرز کی حمایت کھو بیٹھا۔,اس پر بدعنوانی کا الزام عائد کیا گیا تھا۔,effect,0,118,False
ہر ایک نے آج تک انکار کردیا۔,جوڑے حاملہ ہوگئے۔,محبت کرنے والے فرار ہوگئے۔,effect,1,119,False
عمارت کو ارب پتی افراد کے لئے مہارت حاصل تھی۔,ارب پتی چاہتے تھے کہ عمارت منہدم ہو۔,ایک ارب پتی نے اسے بنانے کے لئے رقم دی۔,cause,1,120,False
سیلز پارٹنر نے لڑکی پر چوری کا الزام عائد کیا۔,سیلز پارٹنر نے لڑکی کو اپنے بٹوے میں پروڈکٹ ڈالتے دیکھا۔,سیلز پارٹنر نے لڑکی کو اس کا پسندیدہ پرس تلاش کرنے میں مدد کی۔,cause,0,121,False
ملک نے آس پاس کے علاقوں کے خلاف جنگ کا اعلان کیا۔,فوجیوں کو لڑائی کے لئے بھیجا گیا تھا۔,فوجیوں کو اپنے اہل خانہ کے ساتھ دوبارہ ملایا گیا۔,effect,0,122,False
عدالتوں نے متنازعہ فیصلے کو برقرار رکھا۔,عدالت کے سامنے تشدد پھیل گیا۔,جوڑے نے کمرہ عدالت کے سامنے منتوں کا تبادلہ کیا۔,effect,0,123,False
لڑکی کو کچھ جلتی ہوئی بو آ رہی تھی۔,اس نے بوتل سے بسکٹ نکالا۔,اس نے تندور میں بسکٹ چھوڑ دیا۔,cause,1,124,False
بارش بہہ رہی تھی۔,طوفان اور بھی خراب تھا۔,میں اندر بھاگ گیا۔,effect,1,125,False
محل کے اندر رہنے والوں کو رہا کردیا گیا۔,لفٹ نے کام کرنا چھوڑ دیا۔,آگ کی گھنٹی بجی۔,effect,1,126,False
باپ اپنے بیٹے کی شراب نوشی سے نفرت کرتا تھا۔,باپ نے اپنے بیٹے کو بیئر خریدا۔,باپ نے اپنے بیٹے کو گھر سے باہر نکالا۔,effect,1,127,False
وکیل سیڑھیاں چڑھ کر اپنے دفتر گیا۔,کلرک وقفے کے لئے گھر چلا گیا۔,لفٹ برا تھا۔,cause,1,128,False
اس شخص کو اپنے دوستوں نے ہراساں کیا ہے۔,اس کے دوستوں نے اسے کاٹ دیا۔,اس کے دوستوں نے اس کا لنچ خریدا۔,cause,0,129,False
لڑکی نے اسے نقد رقم دی۔,کیشیا نے اپنی تبدیلی واپس کردی۔,کیشیا لڑکی کو رسید دینا بھول گئیں۔,effect,0,130,False
اس عورت کو وہیل چیئر میں رکھا گیا تھا۔,وہ حادثے سے مفلوج ہوگیا تھا۔,اسے ایک اسٹریچر میں اسپتال میں داخل کیا گیا تھا۔,cause,0,131,False
شہریوں نے اپنے گھروں کے باہر قومی پرچم لہرایا۔,ملک ان کی آزادی کو یاد کر رہا تھا۔,ملک معاشی مشکلات سے گزر رہا تھا۔,cause,0,132,False
ٹیم ٹورنامنٹ میں ہار گئی۔,انہوں نے اپنے مداحوں کو رنجیدہ کیا۔,انہوں نے اپنے مداحوں کو پرجوش کیا۔,effect,0,133,False
میرے دوست نے مجھے دکھایا کہ میں نے اپنے دانتوں میں کھانا پھنس لیا ہے۔,مجھے شرمندگی محسوس ہوئی۔,مجھے فخر محسوس ہوا۔,effect,0,134,False
لڑکا اپنی تاریخ کے امتحان میں ناکام رہا۔,وہ کلاس میں دھیان سے تھا۔,وہ پڑھنا بھول گیا۔,cause,1,135,False
شہر کا مرکز گر گیا۔,زلزلے نے شہر کو ہلا کر رکھ دیا۔,شہر میں جرائم کی شرح میں اضافہ ہوا۔,cause,0,136,False
اس کی گرل فرینڈ اس کے ساتھ ٹوٹ گئی ہے۔,اس نے اس سے اس کے ساتھ صلح کرنے کو کہا۔,اس نے اسے اپنے والدین سے تعارف کرایا۔,effect,0,137,False
ایک ہی وقت میں دو بچے گیند کو مارنے کے لئے نیچے آئے۔,گیند لپیٹ گئی۔,ان کے سر ٹکرا گئے۔,effect,1,138,False
راکونی نے کوڑا کرکٹ کھود لیا۔,کوڑے دان کے ڈبے کے اندر گتے تھا۔,ڑککن کوڑے دان کے ڈبے پر کھلا تھا۔,cause,1,139,False
لڑکے نے ایک پنسل کھینچی۔,یہ آسان تھا۔,یہ مدھم تھا۔,cause,1,140,False
کیشئیر نے عورت کو کپڑوں کے لئے رقم واپس کرنے کی اجازت دینے سے انکار کردیا۔,اس نے اپنی رسید کھو دی۔,کپڑے اس کے فٹ نہیں تھے۔,cause,0,141,False
میری جلد پر خروںچ بہت بڑی تھی۔,آپ جلدی سے ٹھنڈا ہوگئے۔,آپ نے ایک داغ چھوڑا۔,effect,1,142,False
اس شخص کو ٹرین کے اندر مسافروں کی طرف سے عجیب و غریب نظر ملی۔,وہ نیچے چمک رہا تھا۔,وہ تنہا چکر لگا رہا تھا۔,cause,1,143,False
بچہ فرش پر ٹکرا گیا۔,سیسمیزی نے ٹکڑوں پر رینگ لیا۔,بچے نے روٹی دور کردی۔,effect,0,144,False
اس عورت نے ٹشو اپنی بہن کے حوالے کیا۔,اس عورت کی بہن نے اس کا بازو جوڑ دیا۔,عورت کی بہن رونے لگی۔,cause,1,145,False
اس شخص نے نانا لیا۔,اس کے ہونٹ خشک تھے۔,وہ بدبو سے پریشان تھا۔,cause,1,146,False
جوڑے شو کے لئے جلدی سے روانہ ہوگئے۔,انہیں ہال کے آس پاس ایک اجتماع کی توقع تھی۔,انہیں ہال کی ہدایت ملی۔,cause,0,147,False
وہ عورت کام سے گھر ہی رہی۔,اس کے باس نے انہیں مبارکباد دی۔,ایک ساتھی کارکن نے اس کے لئے موقع لیا۔,effect,1,148,False
اس شخص نے کارکنوں کے کارکنوں کی درخواست پر دستخط کیے۔,اس نے ان کے مقصد کی حمایت کی۔,اس نے انہیں پاگلوں کی طرح ڈانٹا۔,cause,0,149,False
اداکار کا دل ایکٹ سے پہلے دھڑک رہا تھا۔,وہ پلیٹ فارم سے خوفزدہ ہوگیا۔,اس نے اپنی آیات کو حفظ کیا۔,cause,0,150,False
میں کھو گیا تھا۔,میں نے اپنے پیسوں کو گن لیا۔,میں نے نقشہ نہیں کھولا۔,effect,1,151,False
پکے ہوئے پھل دھوپ میں رہ گئے تھے۔,یہ کھایا گیا تھا۔,للیسینیا۔,effect,1,152,False
کار ٹوٹ گئی۔,میں نے آگ روشن کی۔,انجن بہت گرم ہوگیا۔,cause,1,153,False
اس شخص نے اس کی پیٹھ کو زخمی کردیا۔,وہ ایک نفسیاتی ماہر سے ملنے گئی۔,وہ سات دن بستر پر رہا۔,effect,1,154,False
میں نے چمنی میں آگ روشن کی۔,میں لکڑی سے کم تھا۔,گھر میں سردی تھی۔,cause,1,155,False
عورت نے بھاگنا چھوڑ دیا۔,اسے اپنی پسلی کے اندر ایک دلال ملا۔,اس نے نئی طاقت حاصل کی۔,cause,0,156,False
میں نے اپنے پڑوسی کے دروازے پر دستک دی۔,میرے پڑوسی نے مجھے اندر کا استقبال کیا۔,میرے پڑوسی نے اپنا گھر چھوڑ دیا۔,effect,0,157,False
اس عورت نے مایوسی میں اپنی سانس رکھی۔,اس کا شوہر اس کی تشویش کو نہیں سمجھتا تھا۔,اس کے شوہر نے اسے الوداع چوما۔,cause,0,158,False
اساتذہ نے طلباء کی تعریف کی۔,طلباء نے سوال کا صحیح جواب دیا۔,طلباء اس سوال کا جواب دینے سے گریزاں تھے۔,cause,0,159,False
عورت انڈوں کی کمی ہے۔,وہ کھیت میں گیا۔,وہ سپر مارکیٹ گیا۔,effect,1,160,False
میں نے ایک پرانے دوست سے ملاقات کی۔,میں نے اس کا راز انکشاف کیا۔,میں نے اسے گلے لگایا۔,effect,1,161,False
خاتون نے جھیل میں جانے سے انکار کردیا۔,اس نے ایک مچھلی پکڑی۔,یہ گندا لگ رہا تھا۔,cause,1,162,False
